svgs2k	HandSvgs	hvgs	svgs
ENSG00000112081	ENSG00000205362	ENSG00000205362	ENSG00000112081
ENSG00000176871	ENSG00000267432	ENSG00000267432	ENSG00000176871
ENSG00000082641	ENSG00000197771	ENSG00000197771	ENSG00000082641
ENSG00000117592	ENSG00000163596	ENSG00000163596	ENSG00000117592
ENSG00000081087	ENSG00000160783	ENSG00000160783	ENSG00000081087
ENSG00000132254	ENSG00000168329	ENSG00000168329	ENSG00000132254
ENSG00000172301	ENSG00000081870	ENSG00000081870	ENSG00000172301
ENSG00000100167	ENSG00000165912	ENSG00000165912	ENSG00000100167
ENSG00000183020	ENSG00000185475	ENSG00000185475	ENSG00000183020
ENSG00000167863	ENSG00000142396	ENSG00000142396	ENSG00000167863
ENSG00000114942	ENSG00000185222	ENSG00000185222	ENSG00000114942
ENSG00000165119	ENSG00000131876	ENSG00000131876	ENSG00000165119
ENSG00000177889	ENSG00000177666	ENSG00000177666	ENSG00000177889
ENSG00000095787	ENSG00000160789	ENSG00000160789	ENSG00000095787
ENSG00000119900	ENSG00000247516	ENSG00000247516	ENSG00000119900
ENSG00000148700	ENSG00000084463	ENSG00000084463	ENSG00000148700
ENSG00000123505	ENSG00000167995	ENSG00000167995	ENSG00000123505
ENSG00000122378	ENSG00000104324	ENSG00000104324	ENSG00000122378
ENSG00000173511	ENSG00000197956	ENSG00000197956	ENSG00000173511
ENSG00000204220	ENSG00000099910	ENSG00000099910	ENSG00000204220
ENSG00000136478	ENSG00000179091	ENSG00000179091	ENSG00000136478
ENSG00000089063	ENSG00000182149	ENSG00000182149	ENSG00000089063
ENSG00000169020	ENSG00000171840	ENSG00000171840	ENSG00000169020
ENSG00000105887	ENSG00000103202	ENSG00000103202	ENSG00000105887
ENSG00000075711	ENSG00000138081	ENSG00000138081	ENSG00000075711
ENSG00000162512	ENSG00000140545	ENSG00000140545	ENSG00000162512
ENSG00000140105	ENSG00000125611	ENSG00000125611	ENSG00000140105
ENSG00000165637	ENSG00000134748	ENSG00000134748	ENSG00000165637
ENSG00000164687	ENSG00000197461	ENSG00000197461	ENSG00000164687
ENSG00000049245	ENSG00000141480	ENSG00000141480	ENSG00000049245
ENSG00000122042	ENSG00000128242	ENSG00000128242	ENSG00000122042
ENSG00000101474	ENSG00000166166	ENSG00000166166	ENSG00000101474
ENSG00000197747	ENSG00000131477	ENSG00000131477	ENSG00000197747
ENSG00000149357	ENSG00000166275	ENSG00000166275	ENSG00000149357
ENSG00000178761	ENSG00000149547	ENSG00000149547	ENSG00000178761
ENSG00000104979	ENSG00000126217	ENSG00000126217	ENSG00000104979
ENSG00000104490	ENSG00000145824	ENSG00000145824	ENSG00000104490
ENSG00000157005	ENSG00000120053	ENSG00000120053	ENSG00000157005
ENSG00000162407	ENSG00000127528	ENSG00000127528	ENSG00000162407
ENSG00000072042	ENSG00000181790	ENSG00000181790	ENSG00000072042
ENSG00000182013	ENSG00000270170	ENSG00000270170	ENSG00000182013
ENSG00000223496	ENSG00000197183	ENSG00000197183	ENSG00000223496
ENSG00000148468	ENSG00000254999	ENSG00000254999	ENSG00000148468
ENSG00000124733	ENSG00000137959	ENSG00000137959	ENSG00000124733
ENSG00000163539	ENSG00000169740	ENSG00000169740	ENSG00000163539
ENSG00000165502	ENSG00000198176	ENSG00000198176	ENSG00000165502
ENSG00000108106	ENSG00000232388	ENSG00000232388	ENSG00000108106
ENSG00000104412	ENSG00000107669	ENSG00000107669	ENSG00000104412
ENSG00000099783	ENSG00000154229	ENSG00000154229	ENSG00000099783
ENSG00000115286	ENSG00000178425	ENSG00000178425	ENSG00000115286
ENSG00000178104	ENSG00000100364	ENSG00000100364	ENSG00000178104
ENSG00000156411	ENSG00000198355	ENSG00000198355	ENSG00000156411
ENSG00000067191	ENSG00000062582	ENSG00000062582	ENSG00000067191
ENSG00000125970	ENSG00000125826	ENSG00000125826	ENSG00000125970
ENSG00000234741	ENSG00000135929	ENSG00000135929	ENSG00000234741
ENSG00000127884	ENSG00000128805	ENSG00000128805	ENSG00000127884
ENSG00000091164	ENSG00000173486	ENSG00000173486	ENSG00000091164
ENSG00000126861	ENSG00000103811	ENSG00000103811	ENSG00000126861
ENSG00000159713	ENSG00000180900	ENSG00000180900	ENSG00000159713
ENSG00000242173	ENSG00000154721	ENSG00000154721	ENSG00000242173
ENSG00000165775	ENSG00000180879	ENSG00000180879	ENSG00000165775
ENSG00000083457	ENSG00000267454	ENSG00000267454	ENSG00000083457
ENSG00000113068	ENSG00000198818	ENSG00000198818	ENSG00000113068
ENSG00000148175	ENSG00000182957	ENSG00000182957	ENSG00000148175
ENSG00000141905	ENSG00000196547	ENSG00000196547	ENSG00000141905
ENSG00000100412	ENSG00000260918	ENSG00000260918	ENSG00000100412
ENSG00000228474	ENSG00000148400	ENSG00000148400	ENSG00000228474
ENSG00000105784	ENSG00000141524	ENSG00000141524	ENSG00000105784
ENSG00000161544	ENSG00000198938		
ENSG00000100320	ENSG00000198899		
ENSG00000122406	ENSG00000198712		
ENSG00000119242	ENSG00000198886		
ENSG00000134287	ENSG00000198840		
ENSG00000089157	ENSG00000198727		
ENSG00000205323	ENSG00000198786		
ENSG00000187147	ENSG00000255823		
ENSG00000087191	ENSG00000154645		
ENSG00000063245	ENSG00000229117		
ENSG00000166562	ENSG00000228253		
ENSG00000051382	ENSG00000008283		
ENSG00000010278	ENSG00000182718		
ENSG00000078808	ENSG00000078018		
ENSG00000102181	ENSG00000111640		
ENSG00000177576	ENSG00000168000		
ENSG00000168159	ENSG00000131473		
ENSG00000184602	ENSG00000185559		
ENSG00000164089	ENSG00000139116		
ENSG00000129472	ENSG00000167996		
ENSG00000165802	ENSG00000165795		
ENSG00000163468	ENSG00000156508		
ENSG00000160932	ENSG00000132437		
ENSG00000108107	ENSG00000160014		
ENSG00000272398	ENSG00000213190		
ENSG00000163697	ENSG00000135821		
ENSG00000067064	ENSG00000150594		
ENSG00000159140	ENSG00000120885		
ENSG00000139200	ENSG00000113140		
ENSG00000163285	ENSG00000166165		
ENSG00000176903	ENSG00000133318		
ENSG00000100836	ENSG00000188229		
ENSG00000108953	ENSG00000067225		
ENSG00000171476	ENSG00000185883		
ENSG00000158856	ENSG00000159720		
ENSG00000182220	ENSG00000145248		
ENSG00000163517	ENSG00000126432		
ENSG00000161016	ENSG00000162188		
ENSG00000174460	ENSG00000183044		
ENSG00000165650	ENSG00000097021		
ENSG00000113648	ENSG00000068615		
ENSG00000117411	ENSG00000130255		
ENSG00000143198	ENSG00000213741		
ENSG00000137288	ENSG00000111716		
ENSG00000100401	ENSG00000152377		
ENSG00000175662	ENSG00000196230		
ENSG00000110700	ENSG00000113657		
ENSG00000141433	ENSG00000170315		
ENSG00000127837	ENSG00000102287		
ENSG00000147123	ENSG00000128609		
ENSG00000010270	ENSG00000162734		
ENSG00000104823	ENSG00000087250		
ENSG00000232112	ENSG00000147416		
ENSG00000104763	ENSG00000150625		
ENSG00000168490	ENSG00000109132		
ENSG00000184205	ENSG00000198961		
ENSG00000197170	ENSG00000171314		
ENSG00000173726	ENSG00000134333		
ENSG00000187189	ENSG00000111669		
ENSG00000125971	ENSG00000137726		
ENSG00000138760	ENSG00000071082		
ENSG00000120738	ENSG00000115268		
ENSG00000065609	ENSG00000105649		
ENSG00000145284	ENSG00000138757		
ENSG00000126777	ENSG00000057019		
ENSG00000132970	ENSG00000163618		
ENSG00000019505	ENSG00000131016		
ENSG00000104529	ENSG00000142541		
ENSG00000156735	ENSG00000168268		
ENSG00000187164	ENSG00000084764		
ENSG00000182446	ENSG00000137409		
ENSG00000104960	ENSG00000127824		
ENSG00000168385	ENSG00000133872		
ENSG00000119711	ENSG00000198300		
ENSG00000116016	ENSG00000198898		
ENSG00000166710	ENSG00000142937		
ENSG00000175416	ENSG00000148053		
ENSG00000106609	ENSG00000069329		
ENSG00000175203	ENSG00000122012		
ENSG00000169851	ENSG00000134308		
ENSG00000115306	ENSG00000180616		
ENSG00000167283	ENSG00000206503		
ENSG00000164209	ENSG00000140941		
ENSG00000116752	ENSG00000197756		
ENSG00000091140	ENSG00000125814		
ENSG00000132475	ENSG00000107771		
ENSG00000139211	ENSG00000141522		
ENSG00000134108	ENSG00000129682		
ENSG00000148303	ENSG00000166619		
ENSG00000168701	ENSG00000176788		
ENSG00000186063	ENSG00000184009		
ENSG00000044574	ENSG00000170091		
ENSG00000204843	ENSG00000167815		
ENSG00000110076	ENSG00000167658		
ENSG00000164615	ENSG00000119782		
ENSG00000132541	ENSG00000164398		
ENSG00000167972	ENSG00000105270		
ENSG00000112902	ENSG00000204851		
ENSG00000156052	ENSG00000150991		
ENSG00000174684	ENSG00000021300		
ENSG00000181409	ENSG00000263001		
ENSG00000141959	ENSG00000165152		
ENSG00000211450	ENSG00000074317		
ENSG00000099365	ENSG00000115310		
ENSG00000112308	ENSG00000102226		
ENSG00000164970	ENSG00000184524		
ENSG00000131089	ENSG00000125355		
ENSG00000153113	ENSG00000109107		
ENSG00000133030	ENSG00000110955		
ENSG00000111540	ENSG00000111897		
ENSG00000129355	ENSG00000197457		
ENSG00000101365	ENSG00000177733		
ENSG00000149084	ENSG00000106615		
ENSG00000105701	ENSG00000136193		
ENSG00000131508	ENSG00000136156		
ENSG00000119280	ENSG00000105220		
ENSG00000175161	ENSG00000169116		
ENSG00000278817	ENSG00000197045		
ENSG00000140990	ENSG00000138095		
ENSG00000146729	ENSG00000131507		
ENSG00000205302	ENSG00000144381		
ENSG00000005022	ENSG00000266412		
ENSG00000080644	ENSG00000147403		
ENSG00000001630	ENSG00000108298		
ENSG00000262655	ENSG00000117410		
ENSG00000100568	ENSG00000082397		
ENSG00000160310	ENSG00000130725		
ENSG00000153904	ENSG00000145335		
ENSG00000132341	ENSG00000185825		
ENSG00000163888	ENSG00000101856		
ENSG00000135506	ENSG00000162374		
ENSG00000240694	ENSG00000136854		
ENSG00000181045	ENSG00000135940		
ENSG00000114544	ENSG00000185787		
ENSG00000145022	ENSG00000085063		
ENSG00000070718	ENSG00000186480		
ENSG00000163466	ENSG00000078668		
ENSG00000167193	ENSG00000122026		
ENSG00000005893	ENSG00000067840		
ENSG00000106400	ENSG00000092964		
ENSG00000004897	ENSG00000079459		
ENSG00000267855	ENSG00000057757		
ENSG00000119335	ENSG00000165943		
ENSG00000141639	ENSG00000154917		
ENSG00000182196	ENSG00000103145		
ENSG00000106636	ENSG00000175166		
ENSG00000130985	ENSG00000104695		
ENSG00000107223	ENSG00000153130		
ENSG00000116161	ENSG00000177954		
ENSG00000171033	ENSG00000107130		
ENSG00000135390	ENSG00000054356		
ENSG00000137210	ENSG00000101210		
ENSG00000122203	ENSG00000117984		
ENSG00000255690	ENSG00000131100		
ENSG00000096092	ENSG00000145425		
ENSG00000023734	ENSG00000145362		
ENSG00000166734	ENSG00000124422		
ENSG00000176749	ENSG00000089220		
ENSG00000050393	ENSG00000101489		
ENSG00000117118	ENSG00000198513		
ENSG00000170500	ENSG00000165678		
ENSG00000114023	ENSG00000102316		
ENSG00000157064	ENSG00000133083		
ENSG00000084754	ENSG00000161960		
ENSG00000170906	ENSG00000181029		
ENSG00000142875	ENSG00000137154		
ENSG00000153707	ENSG00000237289		
ENSG00000053770	ENSG00000120727		
ENSG00000175756	ENSG00000172260		
ENSG00000117868	ENSG00000144713		
ENSG00000089248	ENSG00000182809		
ENSG00000087470	ENSG00000122126		
ENSG00000129636	ENSG00000137818		
ENSG00000122218	ENSG00000057608		
ENSG00000170889	ENSG00000075415		
ENSG00000092199	ENSG00000105223		
ENSG00000162704	ENSG00000110237		
ENSG00000107186	ENSG00000166925		
ENSG00000074842	ENSG00000007168		
ENSG00000183087	ENSG00000177432		
ENSG00000131171	ENSG00000134138		
ENSG00000168481	ENSG00000116649		
ENSG00000085365	ENSG00000117906		
ENSG00000165462	ENSG00000159164		
ENSG00000180879	ENSG00000111674		
ENSG00000152578	ENSG00000186868		
ENSG00000106665	ENSG00000166963		
ENSG00000110786	ENSG00000250479		
ENSG00000148660	ENSG00000148672		
ENSG00000176986	ENSG00000141367		
ENSG00000169738	ENSG00000132872		
ENSG00000072274	ENSG00000177697		
ENSG00000174437	ENSG00000165169		
ENSG00000126067	ENSG00000099624		
ENSG00000099817	ENSG00000112972		
ENSG00000173933	ENSG00000101290		
ENSG00000077782	ENSG00000172115		
ENSG00000182272	ENSG00000167468		
ENSG00000121413	ENSG00000168003		
ENSG00000126602	ENSG00000186010		
ENSG00000196465	ENSG00000171703		
ENSG00000165424	ENSG00000172201		
ENSG00000112576	ENSG00000130294		
ENSG00000162434	ENSG00000171617		
ENSG00000187051	ENSG00000161203		
ENSG00000063660	ENSG00000196972		
ENSG00000116260	ENSG00000091592		
ENSG00000186469	ENSG00000178719		
ENSG00000164104	ENSG00000106976		
ENSG00000113845	ENSG00000145920		
ENSG00000147684	ENSG00000136942		
ENSG00000099341	ENSG00000100138		
ENSG00000125870	ENSG00000179010		
ENSG00000239672	ENSG00000133112		
ENSG00000138430	ENSG00000163346		
ENSG00000155959	ENSG00000165443		
ENSG00000253738	ENSG00000123240		
ENSG00000149591	ENSG00000089737		
ENSG00000105993	ENSG00000105568		
ENSG00000068745	ENSG00000110717		
ENSG00000142634	ENSG00000147604		
ENSG00000142186	ENSG00000143324		
ENSG00000148341	ENSG00000264364		
ENSG00000034713	ENSG00000154518		
ENSG00000128266	ENSG00000084234		
ENSG00000170989	ENSG00000125868		
ENSG00000130706	ENSG00000197694		
ENSG00000214548	ENSG00000078328		
ENSG00000082701	ENSG00000180354		
ENSG00000103035	ENSG00000105393		
ENSG00000143761	ENSG00000078549		
ENSG00000175334	ENSG00000138078		
ENSG00000170634	ENSG00000225733		
ENSG00000143514	ENSG00000142669		
ENSG00000099795	ENSG00000136002		
ENSG00000071553	ENSG00000118946		
ENSG00000168461	ENSG00000101152		
ENSG00000067560	ENSG00000100075		
ENSG00000143819	ENSG00000132670		
ENSG00000126950	ENSG00000134779		
ENSG00000167037	ENSG00000161011		
ENSG00000232044	ENSG00000153815		
ENSG00000172379	ENSG00000184226		
ENSG00000167220	ENSG00000101460		
ENSG00000168259	ENSG00000204525		
ENSG00000214736	ENSG00000147224		
ENSG00000103495	ENSG00000140403		
ENSG00000090273	ENSG00000197959		
ENSG00000066032	ENSG00000166136		
ENSG00000141552	ENSG00000135472		
ENSG00000168264	ENSG00000143947		
ENSG00000086666	ENSG00000050165		
ENSG00000076043	ENSG00000010404		
ENSG00000033170	ENSG00000126351		
ENSG00000099800	ENSG00000160752		
ENSG00000163032	ENSG00000130540		
ENSG00000173141	ENSG00000151778		
ENSG00000153317	ENSG00000143933		
ENSG00000087448	ENSG00000134590		
ENSG00000135535	ENSG00000121653		
ENSG00000116729	ENSG00000159363		
ENSG00000156515	ENSG00000205542		
ENSG00000117691	ENSG00000138069		
ENSG00000128928	ENSG00000158560		
ENSG00000116983	ENSG00000168280		
ENSG00000115365	ENSG00000164054		
ENSG00000221946	ENSG00000196419		
ENSG00000101558	ENSG00000084207		
ENSG00000184014	ENSG00000135002		
ENSG00000070831	ENSG00000171735		
ENSG00000072041	ENSG00000164713		
ENSG00000169184	ENSG00000167526		
ENSG00000144711	ENSG00000146701		
ENSG00000116288	ENSG00000122705		
ENSG00000100612	ENSG00000277443		
ENSG00000011426	ENSG00000075624		
ENSG00000160075	ENSG00000142507		
ENSG00000119383	ENSG00000086061		
ENSG00000154229	ENSG00000165629		
ENSG00000068971	ENSG00000005486		
ENSG00000197063	ENSG00000180817		
ENSG00000118680	ENSG00000185818		
ENSG00000047849	ENSG00000149809		
ENSG00000129538	ENSG00000131263		
ENSG00000073464	ENSG00000115762		
ENSG00000143878	ENSG00000131437		
ENSG00000182836	ENSG00000068697		
ENSG00000197111	ENSG00000104388		
ENSG00000130748	ENSG00000162910		
ENSG00000255302	ENSG00000183715		
ENSG00000142949	ENSG00000074800		
ENSG00000135018	ENSG00000187514		
ENSG00000257727	ENSG00000153187		
ENSG00000159377	ENSG00000152932		
ENSG00000145494	ENSG00000165868		
ENSG00000123983	ENSG00000165821		
ENSG00000030582	ENSG00000178952		
ENSG00000168243	ENSG00000087274		
ENSG00000109929	ENSG00000174136		
ENSG00000158864	ENSG00000088367		
ENSG00000172428	ENSG00000182774		
ENSG00000151690	ENSG00000160408		
ENSG00000170581	ENSG00000139998		
ENSG00000166454	ENSG00000166770		
ENSG00000198832	ENSG00000128989		
ENSG00000182149	ENSG00000177600		
ENSG00000105520	ENSG00000198792		
ENSG00000149313	ENSG00000055163		
ENSG00000136628	ENSG00000185950		
ENSG00000007516	ENSG00000179222		
ENSG00000107864	ENSG00000166598		
ENSG00000172465	ENSG00000084731		
ENSG00000198431	ENSG00000110321		
ENSG00000118181	ENSG00000176884		
ENSG00000184900	ENSG00000116675		
ENSG00000164985	ENSG00000170540		
ENSG00000187713	ENSG00000069535		
ENSG00000063015	ENSG00000268089		
ENSG00000157954	ENSG00000140319		
ENSG00000169006	ENSG00000123091		
ENSG00000114383	ENSG00000143772		
ENSG00000112309	ENSG00000124155		
ENSG00000159842	ENSG00000156471		
ENSG00000077721	ENSG00000147588		
ENSG00000198836	ENSG00000105696		
ENSG00000174444	ENSG00000075945		
ENSG00000176485	ENSG00000100554		
ENSG00000085433	ENSG00000031698		
ENSG00000107742	ENSG00000171130		
ENSG00000242485	ENSG00000079332		
ENSG00000091640	ENSG00000135404		
ENSG00000174938	ENSG00000172667		
ENSG00000164402	ENSG00000008952		
ENSG00000013016	ENSG00000123562		
ENSG00000111530	ENSG00000172348		
ENSG00000008018	ENSG00000185813		
ENSG00000176340	ENSG00000164924		
ENSG00000134769	ENSG00000111275		
ENSG00000008988	ENSG00000224078		
ENSG00000241973	ENSG00000220205		
ENSG00000108061	ENSG00000160714		
ENSG00000111229	ENSG00000162368		
ENSG00000067836	ENSG00000136003		
ENSG00000023516	ENSG00000131966		
ENSG00000091129	ENSG00000071242		
ENSG00000266472	ENSG00000145730		
ENSG00000198242	ENSG00000214517		
ENSG00000187239	ENSG00000125505		
ENSG00000247315	ENSG00000122545		
ENSG00000171603	ENSG00000113387		
ENSG00000174780	ENSG00000087086		
ENSG00000244754	ENSG00000108262		
ENSG00000107262	ENSG00000276293		
ENSG00000120805	ENSG00000100243		
ENSG00000204681	ENSG00000260032		
ENSG00000152082	ENSG00000167005		
ENSG00000147419	ENSG00000143549		
ENSG00000101265	ENSG00000165516		
ENSG00000117020	ENSG00000134440		
ENSG00000197345	ENSG00000129245		
ENSG00000277791	ENSG00000099977		
ENSG00000181163	ENSG00000189159		
ENSG00000143158	ENSG00000189241		
ENSG00000116473	ENSG00000089486		
ENSG00000118579	ENSG00000185627		
ENSG00000164106	ENSG00000215218		
ENSG00000140323	ENSG00000125691		
ENSG00000018236	ENSG00000138650		
ENSG00000129235	ENSG00000113558		
ENSG00000181585	ENSG00000242616		
ENSG00000164062	ENSG00000205629		
ENSG00000159128	ENSG00000033627		
ENSG00000182154	ENSG00000150753		
ENSG00000145495	ENSG00000198420		
ENSG00000175899	ENSG00000186310		
ENSG00000116005	ENSG00000042753		
ENSG00000198053	ENSG00000102804		
ENSG00000185650	ENSG00000132471		
ENSG00000085788	ENSG00000047249		
ENSG00000197858	ENSG00000239521		
ENSG00000149575	ENSG00000151729		
ENSG00000011021	ENSG00000167986		
ENSG00000067606	ENSG00000140988		
ENSG00000205336	ENSG00000175582		
ENSG00000185800	ENSG00000111906		
ENSG00000100379	ENSG00000152154		
ENSG00000169018	ENSG00000139726		
ENSG00000182534	ENSG00000010256		
ENSG00000256537	ENSG00000069424		
ENSG00000136813	ENSG00000130520		
ENSG00000196704	ENSG00000182768		
ENSG00000105583	ENSG00000182636		
ENSG00000196405	ENSG00000169139		
ENSG00000108528	ENSG00000130707		
ENSG00000173674	ENSG00000055118		
ENSG00000129824	ENSG00000100220		
ENSG00000115966	ENSG00000002834		
ENSG00000150459	ENSG00000104904		
ENSG00000099822	ENSG00000111912		
ENSG00000172339	ENSG00000166780		
ENSG00000108852	ENSG00000146540		
ENSG00000138801	ENSG00000113161		
ENSG00000166228	ENSG00000213585		
ENSG00000172586	ENSG00000067057		
ENSG00000115234	ENSG00000169100		
ENSG00000108387	ENSG00000106723		
ENSG00000065154	ENSG00000185518		
ENSG00000176454	ENSG00000089169		
ENSG00000122642	ENSG00000169213		
ENSG00000138434	ENSG00000151552		
ENSG00000130024	ENSG00000126247		
ENSG00000086300	ENSG00000166848		
ENSG00000178947	ENSG00000260230		
ENSG00000112320	ENSG00000117419		
ENSG00000100632	ENSG00000142459		
ENSG00000162909	ENSG00000110958		
ENSG00000214753	ENSG00000160209		
ENSG00000072506	ENSG00000182667		
ENSG00000106993	ENSG00000113013		
ENSG00000077380	ENSG00000213465		
ENSG00000113575	ENSG00000134324		
ENSG00000109332	ENSG00000146352		
ENSG00000165478	ENSG00000182916		
ENSG00000166783	ENSG00000196104		
ENSG00000111667	ENSG00000125124		
ENSG00000159210	ENSG00000115756		
ENSG00000168118	ENSG00000106682		
ENSG00000155366	ENSG00000142192		
ENSG00000113327	ENSG00000104093		
ENSG00000158985	ENSG00000114353		
ENSG00000205544	ENSG00000158828		
ENSG00000100216	ENSG00000103769		
ENSG00000148834	ENSG00000108424		
ENSG00000080371	ENSG00000092841		
ENSG00000100604	ENSG00000100316		
ENSG00000143774	ENSG00000072071		
ENSG00000123933	ENSG00000089818		
ENSG00000187672	ENSG00000138834		
ENSG00000140416	ENSG00000182985		
ENSG00000134313	ENSG00000086065		
ENSG00000159200	ENSG00000114573		
ENSG00000141425	ENSG00000129596		
ENSG00000155876	ENSG00000164754		
ENSG00000154310	ENSG00000204463		
ENSG00000119318	ENSG00000107105		
ENSG00000117362	ENSG00000122873		
ENSG00000275832	ENSG00000172757		
ENSG00000090238	ENSG00000073910		
ENSG00000089597	ENSG00000163644		
ENSG00000166922	ENSG00000048540		
ENSG00000165416	ENSG00000113712		
ENSG00000132305	ENSG00000164733		
ENSG00000128789	ENSG00000187109		
ENSG00000120008	ENSG00000078902		
ENSG00000123575	ENSG00000149273		
ENSG00000102241	ENSG00000121774		
ENSG00000156482	ENSG00000120251		
ENSG00000068308	ENSG00000101019		
ENSG00000127445	ENSG00000100664		
ENSG00000006715	ENSG00000163682		
ENSG00000127603	ENSG00000166913		
ENSG00000170775	ENSG00000156976		
ENSG00000155097	ENSG00000142534		
ENSG00000115866	ENSG00000111726		
ENSG00000175602	ENSG00000213760		
ENSG00000102978	ENSG00000221890		
ENSG00000178988	ENSG00000130522		
ENSG00000149218	ENSG00000187957		
ENSG00000143126	ENSG00000105404		
ENSG00000152061	ENSG00000144834		
ENSG00000162378	ENSG00000101079		
ENSG00000149485	ENSG00000241360		
ENSG00000132824	ENSG00000119013		
ENSG00000109501	ENSG00000058091		
ENSG00000092148	ENSG00000175426		
ENSG00000134153	ENSG00000227051		
ENSG00000110400	ENSG00000090861		
ENSG00000068366	ENSG00000124614		
ENSG00000170017	ENSG00000125827		
ENSG00000022277	ENSG00000101958		
ENSG00000159069	ENSG00000087085		
ENSG00000101198	ENSG00000100442		
ENSG00000205531	ENSG00000254772		
ENSG00000197102	ENSG00000119048		
ENSG00000196730	ENSG00000061676		
ENSG00000230989	ENSG00000136888		
ENSG00000148290	ENSG00000167792		
ENSG00000115128	ENSG00000184368		
ENSG00000153406	ENSG00000188191		
ENSG00000023228	ENSG00000160007		
ENSG00000128881	ENSG00000135250		
ENSG00000171368	ENSG00000167775		
ENSG00000105677	ENSG00000136930		
ENSG00000132591	ENSG00000159202		
ENSG00000162244	ENSG00000108309		
ENSG00000054148	ENSG00000107897		
ENSG00000007402	ENSG00000127022		
ENSG00000100242	ENSG00000075785		
ENSG00000181789	ENSG00000132294		
ENSG00000103266	ENSG00000137486		
ENSG00000100116	ENSG00000197894		
ENSG00000104824	ENSG00000198363		
ENSG00000160131	ENSG00000117640		
ENSG00000119655	ENSG00000168824		
ENSG00000134030	ENSG00000114631		
ENSG00000064607	ENSG00000125648		
ENSG00000090971	ENSG00000138071		
ENSG00000127561	ENSG00000139637		
ENSG00000123472	ENSG00000128739		
ENSG00000170419	ENSG00000105518		
ENSG00000103363	ENSG00000272325		
ENSG00000124145	ENSG00000007080		
ENSG00000143621	ENSG00000124140		
ENSG00000100201	ENSG00000077264		
ENSG00000159692	ENSG00000140391		
ENSG00000084710	ENSG00000087258		
ENSG00000137642	ENSG00000105711		
ENSG00000137575	ENSG00000129559		
ENSG00000090054	ENSG00000180155		
ENSG00000079616	ENSG00000134294		
ENSG00000115902	ENSG00000074696		
ENSG00000158859	ENSG00000157152		
ENSG00000114784	ENSG00000059804		
ENSG00000203950	ENSG00000103415		
ENSG00000105953	ENSG00000149100		
ENSG00000132640	ENSG00000102882		
ENSG00000008735	ENSG00000176171		
ENSG00000129250	ENSG00000112096		
ENSG00000170144	ENSG00000173812		
ENSG00000116209	ENSG00000198918		
ENSG00000180901	ENSG00000152137		
ENSG00000167770	ENSG00000164114		
ENSG00000198561	ENSG00000101843		
ENSG00000122034	ENSG00000162545		
ENSG00000237949	ENSG00000106299		
ENSG00000149541	ENSG00000136271		
ENSG00000138029	ENSG00000198408		
ENSG00000204314	ENSG00000129625		
ENSG00000198663	ENSG00000116793		
ENSG00000225663	ENSG00000130638		
ENSG00000125746	ENSG00000145293		
ENSG00000179271	ENSG00000077254		
ENSG00000148362	ENSG00000173258		
ENSG00000117016	ENSG00000198794		
ENSG00000183978	ENSG00000174469		
ENSG00000124783	ENSG00000050748		
ENSG00000176978	ENSG00000155093		
ENSG00000129562	ENSG00000135924		
ENSG00000064393	ENSG00000158747		
ENSG00000049656	ENSG00000008056		
ENSG00000054116	ENSG00000260804		
ENSG00000136960	ENSG00000169032		
ENSG00000171450	ENSG00000166411		
ENSG00000115677	ENSG00000143222		
ENSG00000164076	ENSG00000099622		
ENSG00000198914	ENSG00000134375		
ENSG00000171867	ENSG00000149294		
ENSG00000137076	ENSG00000099814		
ENSG00000163344	ENSG00000152332		
ENSG00000086758	ENSG00000130429		
ENSG00000167654	ENSG00000166503		
ENSG00000070413	ENSG00000102931		
ENSG00000135069	ENSG00000009307		
ENSG00000171159	ENSG00000164096		
ENSG00000138107	ENSG00000180488		
ENSG00000015676	ENSG00000168090		
ENSG00000198168	ENSG00000144746		
ENSG00000174871	ENSG00000198892		
ENSG00000089693	ENSG00000069275		
ENSG00000017260	ENSG00000196776		
ENSG00000116786	ENSG00000132718		
ENSG00000140943	ENSG00000173402		
ENSG00000105968	ENSG00000134644		
ENSG00000182087	ENSG00000086289		
ENSG00000130811	ENSG00000172354		
ENSG00000212864	ENSG00000156298		
ENSG00000173482	ENSG00000088833		
ENSG00000143977	ENSG00000169862		
ENSG00000133313	ENSG00000105640		
ENSG00000113269	ENSG00000174748		
ENSG00000178662	ENSG00000178741		
ENSG00000010810	ENSG00000116857		
ENSG00000078674	ENSG00000134717		
ENSG00000131469	ENSG00000103160		
ENSG00000115266	ENSG00000106052		
ENSG00000170515	ENSG00000140718		
ENSG00000171533	ENSG00000172889		
ENSG00000160551	ENSG00000112697		
ENSG00000152700	ENSG00000088832		
ENSG00000197535	ENSG00000109133		
ENSG00000213672	ENSG00000040933		
ENSG00000123349	ENSG00000162433		
ENSG00000175550	ENSG00000166441		
ENSG00000100644	ENSG00000161057		
ENSG00000185432	ENSG00000020129		
ENSG00000149182	ENSG00000182247		
ENSG00000167733	ENSG00000173598		
ENSG00000129351	ENSG00000074416		
ENSG00000123144	ENSG00000185774		
ENSG00000198612	ENSG00000109654		
ENSG00000175182	ENSG00000135108		
ENSG00000123095	ENSG00000136521		
ENSG00000125841	ENSG00000132563		
ENSG00000164091	ENSG00000061918		
ENSG00000108774	ENSG00000198668		
ENSG00000035862	ENSG00000157216		
