svgs2k	HandSvgs	hvgs	svgs
ENSG00000274070	ENSG00000107372		
ENSG00000175745	ENSG00000152556		
ENSG00000116459	ENSG00000135624		
ENSG00000116171	ENSG00000186462		
ENSG00000136143	ENSG00000158109		
ENSG00000162694	ENSG00000116661		
ENSG00000076864	ENSG00000108946		
ENSG00000115350	ENSG00000104964		
ENSG00000185236	ENSG00000185896		
ENSG00000054965	ENSG00000110107		
ENSG00000167113	ENSG00000115944		
ENSG00000142676	ENSG00000219200		
ENSG00000153944	ENSG00000037042		
ENSG00000166257	ENSG00000136531		
ENSG00000132463	ENSG00000100380		
ENSG00000117298	ENSG00000182670		
ENSG00000120306	ENSG00000186501		
ENSG00000149428	ENSG00000137285		
ENSG00000099246	ENSG00000174485		
ENSG00000041357	ENSG00000100321		
ENSG00000100994	ENSG00000168653		
ENSG00000134265	ENSG00000170043		
ENSG00000150656	ENSG00000072832		
ENSG00000166402	ENSG00000125503		
ENSG00000126709	ENSG00000165782		
ENSG00000119950	ENSG00000102038		
ENSG00000077585	ENSG00000155506		
ENSG00000119801	ENSG00000077549		
ENSG00000147130	ENSG00000149295		
ENSG00000198816	ENSG00000198911		
ENSG00000176720	ENSG00000115419		
ENSG00000145016	ENSG00000168036		
ENSG00000185088	ENSG00000198894		
ENSG00000180628	ENSG00000084090		
ENSG00000083937	ENSG00000115738		
ENSG00000106772	ENSG00000077235		
ENSG00000151229	ENSG00000173692		
ENSG00000143799	ENSG00000144369		
ENSG00000152291	ENSG00000167081		
ENSG00000148154	ENSG00000132507		
ENSG00000112514	ENSG00000128656		
ENSG00000133026	ENSG00000182901		
ENSG00000001461	ENSG00000243279		
ENSG00000076685	ENSG00000109184		
ENSG00000183291	ENSG00000163875		
ENSG00000243927	ENSG00000104112		
ENSG00000175061	ENSG00000167778		
ENSG00000173436	ENSG00000112379		
ENSG00000165410	ENSG00000085662		
ENSG00000063322	ENSG00000205339		
ENSG00000099308	ENSG00000169021		
ENSG00000137710	ENSG00000069956		
ENSG00000185651	ENSG00000136238		
ENSG00000106244	ENSG00000101246		
ENSG00000005882	ENSG00000134824		
ENSG00000168906	ENSG00000133983		
ENSG00000184113	ENSG00000021645		
ENSG00000107281	ENSG00000079246		
ENSG00000103549	ENSG00000102317		
ENSG00000184156	ENSG00000170606		
ENSG00000172775	ENSG00000113851		
ENSG00000127995	ENSG00000126005		
ENSG00000138081	ENSG00000155304		
ENSG00000157851	ENSG00000111911		
ENSG00000071537	ENSG00000171724		
ENSG00000081913	ENSG00000171604		
ENSG00000245532	ENSG00000108518		
ENSG00000100865	ENSG00000182287		
ENSG00000120509	ENSG00000100146		
ENSG00000130177	ENSG00000072062		
ENSG00000197586	ENSG00000079785		
ENSG00000119559	ENSG00000131558		
ENSG00000088682	ENSG00000198853		
ENSG00000188573	ENSG00000160948		
ENSG00000130956	ENSG00000164061		
ENSG00000055332	ENSG00000151176		
ENSG00000114686	ENSG00000120437		
ENSG00000147526	ENSG00000159352		
ENSG00000104805	ENSG00000100884		
ENSG00000109180	ENSG00000177156		
ENSG00000010322	ENSG00000143862		
ENSG00000126524	ENSG00000125166		
ENSG00000143321	ENSG00000121769		
ENSG00000100387	ENSG00000169255		
ENSG00000103502	ENSG00000198689		
ENSG00000130312	ENSG00000106683		
ENSG00000142396	ENSG00000136279		
ENSG00000186298	ENSG00000178531		
ENSG00000213639	ENSG00000122679		
ENSG00000107863	ENSG00000128524		
ENSG00000135441	ENSG00000174574		
ENSG00000146122	ENSG00000115963		
ENSG00000173898	ENSG00000101940		
ENSG00000100650	ENSG00000123989		
ENSG00000070761	ENSG00000171223		
ENSG00000196531	ENSG00000134202		
ENSG00000146072	ENSG00000052802		
ENSG00000106460	ENSG00000180304		
ENSG00000160460	ENSG00000126934		
ENSG00000092621	ENSG00000151320		
ENSG00000167699	ENSG00000198843		
ENSG00000167985	ENSG00000165233		
ENSG00000196628	ENSG00000136450		
ENSG00000248487	ENSG00000163956		
ENSG00000120694	ENSG00000144566		
ENSG00000168894	ENSG00000168092		
ENSG00000142156	ENSG00000177628		
ENSG00000197872	ENSG00000184076		
ENSG00000178035	ENSG00000132432		
ENSG00000241685	ENSG00000115977		
ENSG00000166887	ENSG00000108344		
ENSG00000110429	ENSG00000108797		
ENSG00000126457	ENSG00000102409		
ENSG00000182512	ENSG00000159082		
ENSG00000107872	ENSG00000132963		
ENSG00000074181	ENSG00000110651		
ENSG00000165434	ENSG00000090316		
ENSG00000122565	ENSG00000084623		
ENSG00000165731	ENSG00000115896		
ENSG00000140488	ENSG00000115053		
ENSG00000111786	ENSG00000078369		
ENSG00000144567	ENSG00000182093		
ENSG00000166595	ENSG00000138814		
ENSG00000129128	ENSG00000103249		
ENSG00000130414	ENSG00000124507		
ENSG00000167978	ENSG00000111676		
ENSG00000075618	ENSG00000120265		
ENSG00000100422	ENSG00000116754		
ENSG00000079819	ENSG00000164031		
ENSG00000108830	ENSG00000135486		
ENSG00000168397	ENSG00000119729		
ENSG00000110315	ENSG00000101421		
ENSG00000123384	ENSG00000197780		
ENSG00000115446	ENSG00000075142		
ENSG00000106263	ENSG00000138279		
ENSG00000125445	ENSG00000116871		
ENSG00000196177	ENSG00000100580		
ENSG00000149932	ENSG00000166974		
ENSG00000065000	ENSG00000104863		
ENSG00000158604	ENSG00000116120		
ENSG00000087365	ENSG00000104765		
ENSG00000158710	ENSG00000143742		
ENSG00000102760	ENSG00000139641		
ENSG00000140526	ENSG00000141349		
ENSG00000123178	ENSG00000182379		
ENSG00000198563	ENSG00000100030		
ENSG00000116337	ENSG00000184672		
ENSG00000169696	ENSG00000185567		
ENSG00000163041	ENSG00000156261		
ENSG00000174521	ENSG00000128596		
ENSG00000152127	ENSG00000136710		
ENSG00000008282	ENSG00000180543		
ENSG00000160326	ENSG00000160710		
ENSG00000119414	ENSG00000130226		
ENSG00000173821	ENSG00000221983		
ENSG00000137502	ENSG00000126088		
ENSG00000163536	ENSG00000155980		
ENSG00000104852	ENSG00000104969		
ENSG00000145337	ENSG00000119760		
ENSG00000100888	ENSG00000139644		
ENSG00000115541	ENSG00000102003		
ENSG00000090097	ENSG00000198478		
ENSG00000162819	ENSG00000167642		
ENSG00000140474	ENSG00000180957		
ENSG00000108523	ENSG00000166557		
ENSG00000175352	ENSG00000179218		
ENSG00000148408	ENSG00000129473		
ENSG00000197106	ENSG00000169976		
ENSG00000127922	ENSG00000147955		
ENSG00000174903	ENSG00000108100		
ENSG00000161547	ENSG00000135324		
ENSG00000139182	ENSG00000156381		
ENSG00000188042	ENSG00000054523		
ENSG00000196365	ENSG00000100934		
ENSG00000115355	ENSG00000160953		
ENSG00000177556	ENSG00000151150		
ENSG00000100997	ENSG00000197746		
ENSG00000107758	ENSG00000101333		
ENSG00000129946	ENSG00000273841		
ENSG00000114405	ENSG00000104833		
ENSG00000164070	ENSG00000116560		
ENSG00000178057	ENSG00000150093		
ENSG00000249915	ENSG00000091157		
ENSG00000011243	ENSG00000184831		
ENSG00000130731	ENSG00000169564		
ENSG00000105258	ENSG00000177700		
ENSG00000189077	ENSG00000128463		
ENSG00000196498	ENSG00000059915		
ENSG00000186432	ENSG00000165322		
ENSG00000072803	ENSG00000151414		
ENSG00000023909	ENSG00000078114		
ENSG00000178209	ENSG00000018189		
ENSG00000138032	ENSG00000181191		
ENSG00000056097	ENSG00000126945		
ENSG00000108091	ENSG00000184515		
ENSG00000196655	ENSG00000137038		
ENSG00000111276	ENSG00000167004		
ENSG00000005075	ENSG00000178980		
ENSG00000196361	ENSG00000181061		
ENSG00000178467	ENSG00000111481		
ENSG00000008277	ENSG00000198932		
ENSG00000234745	ENSG00000174695		
ENSG00000157654	ENSG00000124702		
ENSG00000090565	ENSG00000129055		
ENSG00000115649	ENSG00000159176		
ENSG00000137106	ENSG00000160285		
ENSG00000058404	ENSG00000099864		
ENSG00000116954	ENSG00000140280		
ENSG00000196323	ENSG00000065559		
ENSG00000154380	ENSG00000105176		
ENSG00000102934	ENSG00000116396		
ENSG00000147642	ENSG00000130304		
ENSG00000120860	ENSG00000197043		
ENSG00000171202	ENSG00000181852		
ENSG00000149658	ENSG00000100804		
ENSG00000164466	ENSG00000112306		
ENSG00000215301	ENSG00000105613		
ENSG00000197444	ENSG00000174886		
ENSG00000170113	ENSG00000162706		
ENSG00000156642	ENSG00000145901		
ENSG00000116030	ENSG00000181904		
ENSG00000143870	ENSG00000103154		
ENSG00000139505	ENSG00000117450		
ENSG00000068912	ENSG00000177239		
ENSG00000185565	ENSG00000139163		
ENSG00000100519	ENSG00000116254		
ENSG00000163382	ENSG00000198825		
ENSG00000198231	ENSG00000139112		
ENSG00000183255	ENSG00000104331		
ENSG00000075089	ENSG00000286214		
ENSG00000118160	ENSG00000136810		
ENSG00000204628	ENSG00000169710		
ENSG00000205352	ENSG00000188612		
ENSG00000044115	ENSG00000105963		
ENSG00000127511	ENSG00000105255		
ENSG00000115685	ENSG00000106211		
ENSG00000165916	ENSG00000179295		
ENSG00000108582	ENSG00000130311		
ENSG00000136802	ENSG00000155096		
ENSG00000123119	ENSG00000103187		
ENSG00000128272	ENSG00000148798		
ENSG00000108590	ENSG00000106153		
ENSG00000149212	ENSG00000211460		
ENSG00000205937	ENSG00000196937		
ENSG00000204590	ENSG00000078140		
ENSG00000099797	ENSG00000124562		
ENSG00000096746	ENSG00000078295		
ENSG00000083067	ENSG00000154723		
ENSG00000090060	ENSG00000062485		
ENSG00000120963	ENSG00000172270		
ENSG00000177301	ENSG00000085224		
ENSG00000150672	ENSG00000140307		
ENSG00000131368	ENSG00000058668		
ENSG00000164125	ENSG00000132535		
ENSG00000203879	ENSG00000170296		
ENSG00000103024	ENSG00000158186		
ENSG00000165006	ENSG00000176871		
ENSG00000081154	ENSG00000082641		
ENSG00000147533	ENSG00000081087		
ENSG00000147669	ENSG00000132254		
ENSG00000137207	ENSG00000172301		
ENSG00000065802	ENSG00000100167		
ENSG00000131051	ENSG00000183020		
ENSG00000178567	ENSG00000165119		
ENSG00000170348	ENSG00000177889		
ENSG00000163703	ENSG00000095787		
ENSG00000023171	ENSG00000119900		
ENSG00000162729	ENSG00000123505		
ENSG00000118564	ENSG00000122378		
ENSG00000140905	ENSG00000173511		
ENSG00000175387	ENSG00000204220		
ENSG00000104853	ENSG00000136478		
ENSG00000099991	ENSG00000089063		
ENSG00000101220	ENSG00000105887		
ENSG00000125652	ENSG00000140105		
ENSG00000120686	ENSG00000165637		
ENSG00000156639	ENSG00000122042		
ENSG00000168175	ENSG00000101474		
ENSG00000122550	ENSG00000197747		
ENSG00000144635	ENSG00000149357		
ENSG00000100991	ENSG00000178761		
ENSG00000115464	ENSG00000104979		
ENSG00000006015	ENSG00000104490		
ENSG00000134825	ENSG00000072042		
ENSG00000135070	ENSG00000223496		
ENSG00000143543	ENSG00000124733		
ENSG00000141424	ENSG00000163539		
ENSG00000072778	ENSG00000104412		
ENSG00000119669	ENSG00000115286		
ENSG00000197982	ENSG00000178104		
ENSG00000165672	ENSG00000067191		
ENSG00000115414	ENSG00000125970		
ENSG00000050820	ENSG00000127884		
ENSG00000162517	ENSG00000091164		
ENSG00000130204	ENSG00000126861		
ENSG00000152102	ENSG00000159713		
ENSG00000118816	ENSG00000242173		
ENSG00000103197	ENSG00000165775		
ENSG00000197119	ENSG00000083457		
ENSG00000105401	ENSG00000113068		
ENSG00000133835	ENSG00000100412		
ENSG00000120438	ENSG00000105784		
